locationId,0,1,2,3,4,5,6,7
1796658,0.02789948,0.03245162,0.030220672,0.032505147,0.016829148,0.020901272,0.027172362,0.027583249
3477158,0.010432539,0.012922819,0.0114902295,0.012134343,0.013081446,0.010583437,0.011026695,0.009513517
299537,0.05634305,0.054792766,0.057020225,0.056480654,0.056616906,0.05626332,0.05578613,0.054532807
306118,0.011483372,0.010230902,0.023350164,0.020630276,0.01704618,0.024597593,0.010230902,0.020630276
3154953,0.010792819,0.009604937,0.010850633,0.008255265,0.0074906424,0.0056541706,0.0040076016,0.0061399955
306132,0.028925467,0.028598856,0.023508335,0.026116144,0.019483594,0.02208331,0.019532017,0.025801316
299536,0.026780408,0.022786798,0.028062884,0.023853399,0.026502801,0.02802859,0.02802859,0.02802859
555275,0.021182207,0.02156665,0.009971915,0.030920759,0.024247523,0.02464555,0.021739889,0.009196851
754311,0.033275247,0.0327144,0.03219025,0.032490976,0.03252456,0.032658603,0.03270916,0.032672334
446846,0.043288756,0.047101453,0.042805802,0.051923662,0.0438705,0.04321602,0.036797196,0.043081276
306139,0.025949588,0.025530351,0.025470156,0.02575165,0.02530775,0.025254427,0.025313364,0.025382856
301253,0.02649352,0.01138121,0.00879374,0.0031488554,-0.0016966893,0.009168948,0.012644535,-0.002153312
4412263,0.00028477373,-0.007989478,-0.009955275,-0.011522637,-0.0038203446,-0.006864829,-0.0039021068,-0.0071483087
299502,0.026607178,0.011321017,0.015041343,0.011382488,0.019485556,0.01839012,0.018394023,0.021988606
4235369,0.03741764,0.040172137,0.029637912,0.040088583,0.047922462,0.04032294,0.029815702,0.03228298
8587847,0.053797998,0.04393802,0.056467105,0.050309826,0.05298949,0.044105545,0.054835454,0.047011893
10692374,0.04529249,0.043953687,0.04849146,0.043512397,0.04816243,0.04696927,0.04561686,0.046107356
7613319,0.01254313,0.016491085,0.0119105,0.012029475,0.0118965395,0.013091941,0.018147232,0.013628278
5113510,0.010720007,-0.03640082,-0.059340358,-0.010958907,-0.0016930252,-0.05609976,-0.0062736655,0.017732048
306127,0.0024072956,-0.01826488,-0.018603487,-0.01759464,-0.013036786,-0.013036786,-0.012309035,0.019041482
3656150,0.046144716,0.04636764,0.046533726,0.04557071,0.045428623,0.0460779,0.046121977,0.04592112
4071465,0.03754215,0.036745675,0.03686725,0.037514765,0.037182473,0.037430126,0.037648138,0.03843227
5287499,0.023778338,0.0240197,0.022862425,0.022608414,0.023264535,0.025486443,0.020580882,0.015643138
455973,0.03150035,0.031154785,0.03132025,0.031404525,0.031241257,0.03152253,0.031702667,0.031650223
3477083,0.04525225,0.04617022,0.047460288,0.046749137,0.04700187,0.04735919,0.048019685,0.047301594
308007,0.056242917,0.056242917,0.056100473,0.056242917,0.056242917,0.056242917,0.056242917,0.052134164
506801,0.021731772,0.020845734,0.022103978,0.022079727,0.022461485,0.022587929,0.021784807,0.021527903
598299,0.007654252,0.022865241,0.013594363,0.02255184,0.013747865,0.00780024,0.0073978235,0.0029793426
7161291,0.029400542,0.033379655,0.029400542,0.029400542,0.029400542,0.019728277,0.019275002,0.045794375
650959,-0.0057589994,0.010720007,0.010720007,-0.04258662,0.010720007,0.010720007,0.010720007,0.010720007
299152,0.014098662,0.014098662,0.014098662,0.014098662,0.014098662,0.014098662,0.014098662,0.014098662
309826,0.022887828,0.0248245,0.023551023,0.023378812,0.024245981,0.024685817,0.023035899,0.02368048
8681735,0.051421415,0.051421415,0.027007759,0.051421415,0.051421415,0.051421415,0.022344304,0.051421415
2335579,0.017318353,0.0121332165,0.012733508,0.026462736,-0.0033103786,0.0026575953,0.011449612,0.013594595
306126,0.04484239,0.04418514,0.044708088,0.044533156,0.04428755,0.043892458,0.044510256,0.044340555
6867343,0.032302093,0.030109895,0.028150283,0.020272894,0.027047077,0.03000798,0.030681469,0.0342941
2054116,0.0025506443,-0.0020917424,-0.0020917424,-0.0020917424,-0.0020917424,-0.0019439108,-0.0020917424,0.00013023801
306123,0.050594144,0.05643828,0.056957092,0.05893713,0.048211537,0.060672224,0.048211537,0.038881958
299154,0.023546716,0.033244226,0.032519687,0.032519687,0.039688073,0.023725783,0.023725783,0.027044307
447940,0.04865156,0.04865156,0.04865156,0.03308309,0.04865156,0.04865156,0.04865156,0.04865156
13319648,-0.0114887,-0.0114887,-0.0114887,-0.0114887,-0.0114887,-0.0114887,-0.0114887,-0.0114887
302237,0.00062688196,0.0045285244,0.0029626535,0.0080535095,0.00966673,0.004870783,0.0128932195,0.012195995
455856,-0.035365887,-0.035365887,-0.035365887,-0.035365887,-0.035365887,-0.035365887,-0.035365887,-0.035365887
7647148,0.0001821439,0.00029698596,-1.0182518e-05,0.00084296433,0.001335695,0.00025782592,5.4937856e-05,-0.0010853885
17386844,0.016405644,0.022099115,0.017403051,0.016543781,0.015423957,0.012594818,0.009238171,0.015611137
2314093,0.050633956,0.050633956,0.050633956,-0.019000487,0.050633956,0.050633956,0.050633956,0.050633956
13369640,0.02463279,0.02604447,0.027539255,0.028328503,0.027630346,0.026393428,0.027676394,0.027958294
447943,0.054316673,0.05416283,0.054546446,0.05370557,0.054190263,0.05399335,0.05477717,0.05438694
2658456,0.014547468,0.0108684,0.0108684,0.005567086,0.0108684,0.023062812,-0.002658651,0.015279614
12242440,0.042606726,0.0044065597,0.042606726,0.042606726,0.042606726,0.042606726,0.042606726,0.042606726
12310284,0.045826215,0.016159391,0.043255318,0.022332791,0.03731282,0.026985573,0.047438994,0.047438994
5250436,0.08647308,0.07986534,0.07050139,0.012829797,0.047928132,0.06084755,0.04245647,0.07830804
301815,0.0058282674,0.0058282674,0.0058282674,0.010073183,0.01374477,0.0065559223,0.0065559223,0.00032525387
2210698,0.02582013,0.02582013,0.02582013,0.02582013,0.02582013,0.02582013,0.02582013,0.02582013
10205834,0.037014384,0.037014384,0.01190456,0.01190456,0.032274123,0.027800268,0.037014384,0.037014384
12221592,0.04432076,0.042398784,0.043061286,0.04409444,0.04426289,0.04570431,0.047041222,0.044933893
306130,-0.014464578,0.010720007,-0.016582785,0.010720007,0.010720007,0.0045397854,-0.035983715,-0.041179705
2202395,-0.015596742,-0.020004317,-0.018983629,-0.025429586,-0.025429586,-0.023271598,-0.025429586,-0.025429586
455976,0.010333595,0.010333595,0.010333595,0.010333595,0.010333595,0.010333595,0.010333595,0.010333595
7074393,0.018562125,0.019734276,0.016133493,0.016242823,0.02024955,0.018926485,0.02025079,0.01949188
3618306,-0.042449676,-0.042449676,-0.042449676,-0.042449676,-0.042449676,-0.042449676,-0.042449676,-0.042449676
8692662,0.046078417,0.042515397,0.04956778,0.04232891,0.043450903,0.023720305,0.030662488,0.02776338
6998634,0.019862866,0.014291454,0.022128547,0.01335942,0.014889665,0.023272334,0.019470273,0.018151639
1149394,-0.010817826,-0.010817826,-0.010817826,-0.010817826,-0.010817826,-0.010817826,-0.010817826,-0.010817826
3682080,0.050633956,0.050633956,0.050633956,0.050633956,0.050633956,0.050633956,0.050633956,0.050633956
1905601,-0.0013370499,-0.0013370499,-0.0013370499,-0.0013370499,-0.0013370499,-0.0013370499,-0.0013370499,-0.0013370499
2202400,0.003121674,0.003121674,0.003121674,0.003121674,0.003121674,0.003121674,0.003121674,0.003121674
323987,0.003326174,0.008659309,0.02096835,0.029717412,0.0064425594,0.018364113,-0.011847332,0.0014917986
7274742,0.036464185,0.034693673,0.037122205,0.035738394,0.034207117,0.03577378,0.034774657,0.036496267
2151168,0.053638697,0.05605629,0.05605629,0.05605629,0.04548837,0.06656956,0.05605629,0.05346026
1557869,0.03007019,0.0313906,0.03234447,0.030683197,0.031342417,0.031368617,0.030795544,0.030732682
2045570,0.03905736,0.03905736,0.03905736,0.03905736,0.03905736,0.0520065,0.046433665,0.046433665
306145,-0.011677193,-0.009780774,-0.009084607,-0.013981815,-0.009302159,-0.009351757,-0.008467906,-0.009250225
10483549,0.0625752,0.06238883,0.0615298,0.06231469,0.062328603,0.06347093,0.060869846,0.061146025
7688216,0.042292736,0.042292736,0.042292736,0.042292736,0.042292736,-0.041761868,0.042292736,0.042292736
1392824,-0.028970933,-0.028970933,-0.028970933,-0.028970933,-0.028970933,-0.028970933,-0.028970933,-0.028970933
12101833,0.06033193,0.059679344,0.063210376,0.060425065,0.06393054,0.058477156,0.057403665,0.057645857
8076702,-0.0022411775,-0.0023884482,-0.0022928682,-0.0031990341,-0.0021463458,-0.0033618405,-0.0017738218,-0.0011327425
4608574,0.013156084,0.013156084,0.011359234,0.013156084,0.013156084,0.013156084,0.013156084,0.013156084
7358763,-0.028970933,-0.028970933,-0.028970933,0.017732048,-0.028970933,-0.028970933,-0.028970933,-0.028970933
7358712,0.0256663,0.0256663,0.0256663,0.0256663,0.0256663,0.0256663,0.0256663,0.0256663
