locationId,0,1,2,3,4,5,6,7
1500428988,-0.08659376,-0.08659376,-0.08659376,-0.08659376,-0.08659376,-0.0859804,-0.0859804,-0.0859804
1475741466,-0.029163191,-0.029163191,-0.029163191,-0.029135529,-0.029135529,-0.029234482,-0.029234482,-0.029234482
33880173,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
1517144962,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
1569821908,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
958174664,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
37536793,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
37903636,-0.047327295,-0.04748492,-0.04760928,-0.04775132,-0.04759843,-0.047180444,-0.04717125,-0.047191378
37537210,-0.073525794,-0.07996064,-0.07996064,-0.07996064,-0.07996064,-0.07996064,-0.07996064,-0.07996064
13451834,-0.044560164,-0.044560164,-0.044560164,-0.044560164,-0.044994153,-0.044994153,-0.044994153,-0.044994153
13069031,-0.04913985,-0.04802724,-0.04802724,-0.04802724,-0.04802724,-0.04802724,-0.04802724,-0.04802724
1409372557,-0.07551708,-0.07551708,-0.07551708,-0.07551708,-0.07551708,-0.07551708,-0.07551708,-0.07551708
38654075,-0.056316916,-0.056316916,-0.056316916,-0.056316916,-0.056457043,-0.056457043,-0.056457043,-0.056457043
35168868,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
37841514,-0.04176524,-0.04176524,-0.0017055981,-0.0017055981,-0.019200688,-0.019200688,-0.019200688,-0.019200688
11565528,-0.024100685,-0.026782792,-0.026782792,-0.023314247,-0.023314247,-0.025339613,-0.025339613,-0.0265226
36769110,-0.01777158,-0.017886609,-0.017733261,-0.017771594,-0.01772288,-0.017696239,-0.017738065,-0.01777812
13011761,-0.050522473,-0.050587673,-0.05059671,-0.050816823,-0.050898433,-0.050586417,-0.05043949,-0.050660484
13217405,-0.03848731,-0.038554348,-0.03853812,-0.038668808,-0.03855386,-0.03856892,-0.038439702,-0.03846882
1536938247,-0.04550667,-0.04550667,-0.04550667,-0.048685122,-0.048685122,-0.048685122,-0.048685122,-0.041562736
13286706,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314
12101938,-0.039779983,-0.039683044,-0.039935123,-0.040224183,-0.040629584,-0.039739683,-0.04009386,-0.039683037
34907069,-0.05112233,-0.05112233,-0.051121987,-0.051121987,-0.0510383,-0.0510383,-0.050993226,-0.050993226
11579381,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
1676380563,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
11659052,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
34300204,-0.0015236761,-0.0015236761,-0.0015236761,-0.0015236761,-0.0015236761,-0.0015236761,-0.0015236761,-0.0015236761
11555954,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314,-0.032193314
1195219448,-0.07901173,-0.07901173,-0.07901173,-0.07901173,-0.08212419,-0.08212419,-0.08212419,-0.08212419
31243438,-0.04987204,-0.04987204,-0.04987204,-0.04987204,-0.04987204,-0.04987204,-0.04987204,-0.04987204
31793879,-0.07850918,-0.07921069,-0.07921069,-0.07935043,-0.07935043,-0.07900383,-0.079186715,-0.07920947
35877451,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032,-0.09283032
1394755905,-0.04987204,-0.04987204,-0.04987204,-0.04987204,-0.0016832378,-0.0016832378,-0.0016832378,-0.02041335
37336128,-0.036008053,-0.036929104,-0.037595015,-0.036664367,-0.036344018,-0.035898652,-0.036042664,-0.035397265
