locationId,0,1,2,3,4,5,6,7
1500428988,12925.578,12926.227,12926.881,12927.535,12928.184,12928.838,12929.486,12930.135
1475741466,-7596.9004,-7597.187,-7597.474,-7597.761,-7598.048,-7598.335,-7598.622,-7598.909
33880173,4748.147,4748.224,4748.301,4748.378,4748.455,4748.532,4748.6094,4748.686
1517144962,4862.4375,4862.5146,4862.592,4862.6685,4862.7456,4862.8228,4862.9,4862.9766
1569821908,4758.621,4758.698,4758.775,4758.852,4758.929,4759.0063,4759.083,4759.16
958174664,4792.1997,4792.277,4792.3535,4792.4307,4792.508,4792.585,4792.6616,4792.739
37536793,4718.573,4718.6504,4718.727,4718.804,4718.8813,4718.958,4719.035,4719.1123
37903636,-23549.676,-23550.12,-23550.562,-23551.006,-23551.45,-23551.893,-23552.334,-23552.777
37537210,4713.644,4713.721,4713.7983,4713.875,4713.952,4714.0293,4714.1064,4714.183
13451834,4658.1934,4658.27,4658.347,4658.4243,4658.5015,4658.578,4658.6553,4658.7324
13069031,4708.099,4708.1763,4708.253,4708.33,4708.407,4708.4844,4708.561,4708.638
1409372557,14183.6455,14184.3125,14184.979,14185.645,14186.311,14186.978,14187.644,14188.31
38654075,13576.007,13576.673,13577.34,13578.006,13578.672,13579.338,13580.005,13580.671
35168868,4875.992,4876.0693,4876.1465,4876.223,4876.3003,4876.3774,4876.4546,4876.5312
37841514,4902.7935,4902.8706,4902.9478,4903.0244,4903.1016,4903.1787,4903.256,4903.3325
11565528,4685.611,4685.6875,4685.7646,4685.842,4685.919,4685.9956,4686.0728,4686.15
36769110,-26997.945,-26998.498,-26999.05,-26999.604,-26993.152,-26993.705,-26994.258,-26994.81
13011761,-5527.855,-5527.8887,-5517.873,-5517.9067,-5517.941,-5517.9746,-5518.009,-5518.0425
13217405,-20691.475,-20691.959,-20692.443,-20692.928,-20693.412,-20693.896,-20694.38,-20694.865
1536938247,4666.819,4666.896,4666.973,4667.05,4667.127,4667.204,4667.2812,4667.358
13286706,5038.032,5038.1094,5038.1865,5038.263,5038.3403,5038.4175,5038.494,5038.5713
12101938,34491.582,34492.246,34492.914,34493.58,34494.246,34494.91,34495.58,34496.246
34907069,1470.5641,1470.6409,1470.7177,1470.7944,1470.8712,1470.9479,1471.0247,1471.1014
11579381,4722.578,4722.655,4722.732,4722.809,4722.886,4722.963,4723.04,4723.117
1676380563,4830.7075,4830.784,4830.8613,4830.9385,4831.0156,4831.0923,4831.1694,4831.2466
11659052,4854.7363,4854.813,4854.89,4854.9673,4855.044,4855.121,4855.198,4855.2754
34300204,4889.239,4889.316,4889.393,4889.4697,4889.547,4889.624,4889.701,4889.778
11555954,5025.71,5025.7866,5025.864,5025.941,5026.018,5026.0947,5026.172,5026.249
1195219448,4698.8574,4698.934,4699.011,4699.0884,4699.1655,4699.242,4699.3193,4699.3965
31243438,4909.879,4909.956,4910.033,4910.11,4910.187,4910.264,4910.341,4910.418
35877451,-1999.0874,-1999.3744,-1999.6613,-1999.9482,-2000.2352,-2000.5221,-2000.8091,-2001.0961
1394755905,4779.261,4779.3384,4779.415,4779.492,4779.5693,4779.646,4779.723,4779.8003
37336128,4911.1113,4911.188,4911.265,4911.3423,4911.4194,4911.496,4911.573,4911.6504
37322557,-17919.053,-17919.34,-17919.625,-17919.912,-17920.2,-17920.486,-17920.773,-17921.06
20315170,5008.4585,5008.5356,5008.6123,5008.6895,5008.7666,5008.8438,5008.9204,5008.9976
1905269536,5018.9326,5019.0093,5019.0864,5019.1636,5019.2407,5019.3174,5019.3945,5019.4717
11583207,4704.7104,4704.7876,4704.8643,4704.9414,4705.0186,4705.0957,4705.1724,4705.2495
1883653915,4846.4185,4846.4956,4846.5723,4846.6494,4846.7266,4846.8037,4846.8804,4846.9575
1670545829,4977.036,4977.1133,4977.1904,4977.267,4977.344,4977.4214,4977.4985,4977.575
33279890,4311.009,4311.0854,4311.1626,4311.2397,4311.317,4311.3936,4311.4707,4311.548
900986994,4975.804,4975.881,4975.958,4976.035,4976.112,4976.189,4976.266,4976.3433
11559924,4809.7593,4809.836,4809.913,4809.99,4810.0674,4810.1445,4810.221,4810.2983
1343819055,5104.573,5104.6504,5104.7275,5104.8047,5104.8813,5104.9585,5105.0356,5105.1123
1986793523,4639.4014,4639.4785,4639.5557,4639.633,4639.7095,4639.7866,4639.864,4639.9404
1848029285,5001.065,5001.142,5001.219,5001.296,5001.373,5001.45,5001.527,5001.604
1030129614,5023.8613,5023.9385,5024.0156,5024.0923,5024.1694,5024.2466,5024.3237,5024.4004
35532451,5101.4927,5101.57,5101.647,5101.7236,5101.801,5101.878,5101.955,5102.0317
1872369877,5066.99,5067.067,5067.144,5067.221,5067.298,5067.375,5067.452,5067.5293
1578505636,5049.4307,5049.508,5049.5845,5049.6616,5049.739,5049.8154,5049.8926,5049.9697
12277744,-1444.7008,-1444.9877,-1445.2747,-1445.5616,-1445.8485,-1446.1355,-1446.4225,-1446.7095
11659089,4672.3643,4672.441,4672.518,4672.595,4672.672,4672.749,4672.826,4672.9033
37770045,926.3439,926.4209,926.4979,926.5749,926.6519,926.72894,926.80597,926.883
20369811,4739.5215,4739.598,4739.6753,4739.7524,4739.8296,4739.9062,4739.9834,4740.0605
34827664,-3933.1277,-3933.4148,-3933.7017,-3933.9885,-3934.2756,-3934.5625,-3934.8494,-3935.1365
11728038,5047.274,5047.351,5047.428,5047.5054,5047.582,5047.659,5047.7363,5047.813
34806756,4993.6714,4993.7485,4993.8257,4993.9023,4993.9795,4994.0566,4994.134,4994.2104
11583201,12184.834,12185.5,12186.166,12186.832,12187.499,12188.165,12188.831,12189.497
37468748,3958.895,3958.972,3959.0488,3959.126,3959.203,3959.28,3959.357,3959.434
10983166,4994.904,4994.981,4995.0576,4995.135,4995.212,4995.289,4995.3657,4995.443
36105161,5789.2856,5789.512,5789.739,5789.966,5790.1924,5790.419,5790.6455,5790.872
11599485,20905.223,20905.605,20905.988,20906.371,20906.754,20907.135,20907.518,20907.9
37268669,5073.1514,5073.228,5073.305,5073.3823,5073.4595,5073.536,5073.6133,5073.6904
21845155,2832.7812,2833.0078,2833.2346,2833.4612,2833.6877,2833.9146,2834.141,2834.368
20605250,26335.092,26335.473,26335.855,26336.238,26336.621,26337.004,26337.387,26337.768
36759043,5829.1772,5829.404,5829.6304,5829.857,5830.084,5830.3105,5830.537,5830.7637
1260465296,11142.477,11142.859,11143.241,11143.624,11144.007,11144.389,11144.771,11145.154
13036811,15241.758,15241.984,15242.211,15242.4375,15242.664,15242.891,15243.118,15243.345
34329048,21534.041,21534.424,21534.807,21535.19,21535.57,21535.953,21536.336,21536.719
37288641,2228.8645,2229.247,2229.6296,2230.012,2230.3945,2230.777,2231.1594,2231.542
1245880236,5543.5903,5543.817,5544.0435,5544.2705,5544.497,5544.7236,5544.95,5545.177
32435940,2778.7136,2778.7908,2778.8677,2778.9448,2779.0217,2779.0989,2779.1758,2779.253
12873138,5074.3833,5074.4604,5074.5376,5074.6147,5074.6914,5074.7686,5074.8457,5074.9224
17909540,4910.495,4910.5723,4910.649,4910.726,4910.803,4910.8804,4910.957,4911.034
18057919,3692.2617,3692.4883,3692.715,3692.9417,3693.1685,3693.395,3693.6216,3693.8484
19572821,5016.776,5016.853,5016.93,5017.007,5017.084,5017.161,5017.2383,5017.3154
32811983,11530.035,11530.262,11530.488,11530.715,11530.941,11531.168,11531.395,11531.621
35700313,4905.566,4905.643,4905.72,4905.7974,4905.874,4905.951,4906.0283,4906.105
966279439,5051.279,5051.356,5051.433,5051.51,5051.587,5051.664,5051.741,5051.818
